image,mask,dataset,class,split
BUSI/Dataset_BUSI_with_GT/benign/benign (180).png,BUSI/Dataset_BUSI_with_GT/benign/benign (180)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/benign/benign (137).png,BUSI/Dataset_BUSI_with_GT/benign/benign (137)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/benign/benign (289).png,BUSI/Dataset_BUSI_with_GT/benign/benign (289)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/benign/benign (149).png,BUSI/Dataset_BUSI_with_GT/benign/benign (149)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/malignant/malignant (145).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (145)_mask.png,BUSI,malignant,test
BUSI/Dataset_BUSI_with_GT/benign/benign (323).png,BUSI/Dataset_BUSI_with_GT/benign/benign (323)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/benign/benign (25).png,BUSI/Dataset_BUSI_with_GT/benign/benign (25)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/benign/benign (424).png,BUSI/Dataset_BUSI_with_GT/benign/benign (424)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/benign/benign (371).png,BUSI/Dataset_BUSI_with_GT/benign/benign (371)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/malignant/malignant (185).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (185)_mask.png,BUSI,malignant,test
BUSI/Dataset_BUSI_with_GT/benign/benign (259).png,BUSI/Dataset_BUSI_with_GT/benign/benign (259)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/benign/benign (319).png,BUSI/Dataset_BUSI_with_GT/benign/benign (319)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/benign/benign (401).png,BUSI/Dataset_BUSI_with_GT/benign/benign (401)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/benign/benign (340).png,BUSI/Dataset_BUSI_with_GT/benign/benign (340)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/benign/benign (9).png,BUSI/Dataset_BUSI_with_GT/benign/benign (9)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/malignant/malignant (164).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (164)_mask.png,BUSI,malignant,test
BUSI/Dataset_BUSI_with_GT/malignant/malignant (37).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (37)_mask.png,BUSI,malignant,test
BUSI/Dataset_BUSI_with_GT/benign/benign (198).png,BUSI/Dataset_BUSI_with_GT/benign/benign (198)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/malignant/malignant (103).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (103)_mask.png,BUSI,malignant,test
BUSI/Dataset_BUSI_with_GT/benign/benign (199).png,BUSI/Dataset_BUSI_with_GT/benign/benign (199)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/benign/benign (303).png,BUSI/Dataset_BUSI_with_GT/benign/benign (303)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/benign/benign (406).png,BUSI/Dataset_BUSI_with_GT/benign/benign (406)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/benign/benign (436).png,BUSI/Dataset_BUSI_with_GT/benign/benign (436)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/benign/benign (373).png,BUSI/Dataset_BUSI_with_GT/benign/benign (373)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/malignant/malignant (135).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (135)_mask.png,BUSI,malignant,test
BUSI/Dataset_BUSI_with_GT/benign/benign (352).png,BUSI/Dataset_BUSI_with_GT/benign/benign (352)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/benign/benign (293).png,BUSI/Dataset_BUSI_with_GT/benign/benign (293)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/benign/benign (105).png,BUSI/Dataset_BUSI_with_GT/benign/benign (105)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/benign/benign (262).png,BUSI/Dataset_BUSI_with_GT/benign/benign (262)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/benign/benign (368).png,BUSI/Dataset_BUSI_with_GT/benign/benign (368)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/benign/benign (36).png,BUSI/Dataset_BUSI_with_GT/benign/benign (36)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/benign/benign (164).png,BUSI/Dataset_BUSI_with_GT/benign/benign (164)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/benign/benign (256).png,BUSI/Dataset_BUSI_with_GT/benign/benign (256)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/benign/benign (272).png,BUSI/Dataset_BUSI_with_GT/benign/benign (272)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/benign/benign (360).png,BUSI/Dataset_BUSI_with_GT/benign/benign (360)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/malignant/malignant (209).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (209)_mask.png,BUSI,malignant,test
BUSI/Dataset_BUSI_with_GT/benign/benign (287).png,BUSI/Dataset_BUSI_with_GT/benign/benign (287)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/malignant/malignant (60).png,BUSI/Dataset_BUSI_with_GT/malignant/malignant (60)_mask.png,BUSI,malignant,test
BUSI/Dataset_BUSI_with_GT/benign/benign (190).png,BUSI/Dataset_BUSI_with_GT/benign/benign (190)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/benign/benign (380).png,BUSI/Dataset_BUSI_with_GT/benign/benign (380)_mask.png,BUSI,benign,test
BUSI/Dataset_BUSI_with_GT/benign/benign (387).png,BUSI/Dataset_BUSI_with_GT/benign/benign (387)_mask.png,BUSI,benign,test
BUS-BRA/BUSBRA/Images/bus_1001-l.png,BUS-BRA/BUSBRA/Masks/mask_1001-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1042-l.png,BUS-BRA/BUSBRA/Masks/mask_1042-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0120-r.png,BUS-BRA/BUSBRA/Masks/mask_0120-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0683-s.png,BUS-BRA/BUSBRA/Masks/mask_0683-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0848-l.png,BUS-BRA/BUSBRA/Masks/mask_0848-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0034-r.png,BUS-BRA/BUSBRA/Masks/mask_0034-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0861-r.png,BUS-BRA/BUSBRA/Masks/mask_0861-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0975-l.png,BUS-BRA/BUSBRA/Masks/mask_0975-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0202-r.png,BUS-BRA/BUSBRA/Masks/mask_0202-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0517-l.png,BUS-BRA/BUSBRA/Masks/mask_0517-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0586-l.png,BUS-BRA/BUSBRA/Masks/mask_0586-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0960-r.png,BUS-BRA/BUSBRA/Masks/mask_0960-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0869-r.png,BUS-BRA/BUSBRA/Masks/mask_0869-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0894-s.png,BUS-BRA/BUSBRA/Masks/mask_0894-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0736-s.png,BUS-BRA/BUSBRA/Masks/mask_0736-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0462-r.png,BUS-BRA/BUSBRA/Masks/mask_0462-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0870-r.png,BUS-BRA/BUSBRA/Masks/mask_0870-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0068-l.png,BUS-BRA/BUSBRA/Masks/mask_0068-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0615-r.png,BUS-BRA/BUSBRA/Masks/mask_0615-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0645-l.png,BUS-BRA/BUSBRA/Masks/mask_0645-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0283-r.png,BUS-BRA/BUSBRA/Masks/mask_0283-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0279-l.png,BUS-BRA/BUSBRA/Masks/mask_0279-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0048-l.png,BUS-BRA/BUSBRA/Masks/mask_0048-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0420-l.png,BUS-BRA/BUSBRA/Masks/mask_0420-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0549-r.png,BUS-BRA/BUSBRA/Masks/mask_0549-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0211-l.png,BUS-BRA/BUSBRA/Masks/mask_0211-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0913-l.png,BUS-BRA/BUSBRA/Masks/mask_0913-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0049-r.png,BUS-BRA/BUSBRA/Masks/mask_0049-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0908-l.png,BUS-BRA/BUSBRA/Masks/mask_0908-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0184-r.png,BUS-BRA/BUSBRA/Masks/mask_0184-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0521-r.png,BUS-BRA/BUSBRA/Masks/mask_0521-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0670-l.png,BUS-BRA/BUSBRA/Masks/mask_0670-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0576-l.png,BUS-BRA/BUSBRA/Masks/mask_0576-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0435-l.png,BUS-BRA/BUSBRA/Masks/mask_0435-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0448-l.png,BUS-BRA/BUSBRA/Masks/mask_0448-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0247-l.png,BUS-BRA/BUSBRA/Masks/mask_0247-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0267-l.png,BUS-BRA/BUSBRA/Masks/mask_0267-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0770-s.png,BUS-BRA/BUSBRA/Masks/mask_0770-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0163-l.png,BUS-BRA/BUSBRA/Masks/mask_0163-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0433-r.png,BUS-BRA/BUSBRA/Masks/mask_0433-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1057-l.png,BUS-BRA/BUSBRA/Masks/mask_1057-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0670-r.png,BUS-BRA/BUSBRA/Masks/mask_0670-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0368-l.png,BUS-BRA/BUSBRA/Masks/mask_0368-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0341-r.png,BUS-BRA/BUSBRA/Masks/mask_0341-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0385-l.png,BUS-BRA/BUSBRA/Masks/mask_0385-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0920-s.png,BUS-BRA/BUSBRA/Masks/mask_0920-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0384-l.png,BUS-BRA/BUSBRA/Masks/mask_0384-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0419-r.png,BUS-BRA/BUSBRA/Masks/mask_0419-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0437-r.png,BUS-BRA/BUSBRA/Masks/mask_0437-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1003-l.png,BUS-BRA/BUSBRA/Masks/mask_1003-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0895-l.png,BUS-BRA/BUSBRA/Masks/mask_0895-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0183-r.png,BUS-BRA/BUSBRA/Masks/mask_0183-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0604-r.png,BUS-BRA/BUSBRA/Masks/mask_0604-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0569-l.png,BUS-BRA/BUSBRA/Masks/mask_0569-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0950-r.png,BUS-BRA/BUSBRA/Masks/mask_0950-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0438-r.png,BUS-BRA/BUSBRA/Masks/mask_0438-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0419-l.png,BUS-BRA/BUSBRA/Masks/mask_0419-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0102-r.png,BUS-BRA/BUSBRA/Masks/mask_0102-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0653-r.png,BUS-BRA/BUSBRA/Masks/mask_0653-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0893-r.png,BUS-BRA/BUSBRA/Masks/mask_0893-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0050-r.png,BUS-BRA/BUSBRA/Masks/mask_0050-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0701-s.png,BUS-BRA/BUSBRA/Masks/mask_0701-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1016-l.png,BUS-BRA/BUSBRA/Masks/mask_1016-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0250-l.png,BUS-BRA/BUSBRA/Masks/mask_0250-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0032-r.png,BUS-BRA/BUSBRA/Masks/mask_0032-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0937-r.png,BUS-BRA/BUSBRA/Masks/mask_0937-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0129-r.png,BUS-BRA/BUSBRA/Masks/mask_0129-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0065-r.png,BUS-BRA/BUSBRA/Masks/mask_0065-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0532-l.png,BUS-BRA/BUSBRA/Masks/mask_0532-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0930-r.png,BUS-BRA/BUSBRA/Masks/mask_0930-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0782-s.png,BUS-BRA/BUSBRA/Masks/mask_0782-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0101-l.png,BUS-BRA/BUSBRA/Masks/mask_0101-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0740-s.png,BUS-BRA/BUSBRA/Masks/mask_0740-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0318-r.png,BUS-BRA/BUSBRA/Masks/mask_0318-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0847-s.png,BUS-BRA/BUSBRA/Masks/mask_0847-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0010-r.png,BUS-BRA/BUSBRA/Masks/mask_0010-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0232-r.png,BUS-BRA/BUSBRA/Masks/mask_0232-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0946-s.png,BUS-BRA/BUSBRA/Masks/mask_0946-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0162-l.png,BUS-BRA/BUSBRA/Masks/mask_0162-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0861-l.png,BUS-BRA/BUSBRA/Masks/mask_0861-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0235-r.png,BUS-BRA/BUSBRA/Masks/mask_0235-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0799-s.png,BUS-BRA/BUSBRA/Masks/mask_0799-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0710-s.png,BUS-BRA/BUSBRA/Masks/mask_0710-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0019-l.png,BUS-BRA/BUSBRA/Masks/mask_0019-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1036-r.png,BUS-BRA/BUSBRA/Masks/mask_1036-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0867-r.png,BUS-BRA/BUSBRA/Masks/mask_0867-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0124-r.png,BUS-BRA/BUSBRA/Masks/mask_0124-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0435-r.png,BUS-BRA/BUSBRA/Masks/mask_0435-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0183-l.png,BUS-BRA/BUSBRA/Masks/mask_0183-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0303-r.png,BUS-BRA/BUSBRA/Masks/mask_0303-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0663-r.png,BUS-BRA/BUSBRA/Masks/mask_0663-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0877-l.png,BUS-BRA/BUSBRA/Masks/mask_0877-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0587-r.png,BUS-BRA/BUSBRA/Masks/mask_0587-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0190-r.png,BUS-BRA/BUSBRA/Masks/mask_0190-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0342-l.png,BUS-BRA/BUSBRA/Masks/mask_0342-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0085-l.png,BUS-BRA/BUSBRA/Masks/mask_0085-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0200-s.png,BUS-BRA/BUSBRA/Masks/mask_0200-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0049-l.png,BUS-BRA/BUSBRA/Masks/mask_0049-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0028-l.png,BUS-BRA/BUSBRA/Masks/mask_0028-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0255-r.png,BUS-BRA/BUSBRA/Masks/mask_0255-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0090-l.png,BUS-BRA/BUSBRA/Masks/mask_0090-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0489-r.png,BUS-BRA/BUSBRA/Masks/mask_0489-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0593-l.png,BUS-BRA/BUSBRA/Masks/mask_0593-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0696-s.png,BUS-BRA/BUSBRA/Masks/mask_0696-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1062-r.png,BUS-BRA/BUSBRA/Masks/mask_1062-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0938-r.png,BUS-BRA/BUSBRA/Masks/mask_0938-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0272-l.png,BUS-BRA/BUSBRA/Masks/mask_0272-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0104-s.png,BUS-BRA/BUSBRA/Masks/mask_0104-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0876-l.png,BUS-BRA/BUSBRA/Masks/mask_0876-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0602-l.png,BUS-BRA/BUSBRA/Masks/mask_0602-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0854-s.png,BUS-BRA/BUSBRA/Masks/mask_0854-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0989-r.png,BUS-BRA/BUSBRA/Masks/mask_0989-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0878-s.png,BUS-BRA/BUSBRA/Masks/mask_0878-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0286-r.png,BUS-BRA/BUSBRA/Masks/mask_0286-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0193-l.png,BUS-BRA/BUSBRA/Masks/mask_0193-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0684-s.png,BUS-BRA/BUSBRA/Masks/mask_0684-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1044-l.png,BUS-BRA/BUSBRA/Masks/mask_1044-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0390-l.png,BUS-BRA/BUSBRA/Masks/mask_0390-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1021-r.png,BUS-BRA/BUSBRA/Masks/mask_1021-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0475-r.png,BUS-BRA/BUSBRA/Masks/mask_0475-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0326-r.png,BUS-BRA/BUSBRA/Masks/mask_0326-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1000-l.png,BUS-BRA/BUSBRA/Masks/mask_1000-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0141-l.png,BUS-BRA/BUSBRA/Masks/mask_0141-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0425-l.png,BUS-BRA/BUSBRA/Masks/mask_0425-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0524-l.png,BUS-BRA/BUSBRA/Masks/mask_0524-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0765-s.png,BUS-BRA/BUSBRA/Masks/mask_0765-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0175-r.png,BUS-BRA/BUSBRA/Masks/mask_0175-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0239-l.png,BUS-BRA/BUSBRA/Masks/mask_0239-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1015-s.png,BUS-BRA/BUSBRA/Masks/mask_1015-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0834-s.png,BUS-BRA/BUSBRA/Masks/mask_0834-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0173-r.png,BUS-BRA/BUSBRA/Masks/mask_0173-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0236-r.png,BUS-BRA/BUSBRA/Masks/mask_0236-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0359-l.png,BUS-BRA/BUSBRA/Masks/mask_0359-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0206-l.png,BUS-BRA/BUSBRA/Masks/mask_0206-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0306-r.png,BUS-BRA/BUSBRA/Masks/mask_0306-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0912-l.png,BUS-BRA/BUSBRA/Masks/mask_0912-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0105-r.png,BUS-BRA/BUSBRA/Masks/mask_0105-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1052-r.png,BUS-BRA/BUSBRA/Masks/mask_1052-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0338-l.png,BUS-BRA/BUSBRA/Masks/mask_0338-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0929-r.png,BUS-BRA/BUSBRA/Masks/mask_0929-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0589-l.png,BUS-BRA/BUSBRA/Masks/mask_0589-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0449-r.png,BUS-BRA/BUSBRA/Masks/mask_0449-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_1010-l.png,BUS-BRA/BUSBRA/Masks/mask_1010-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0167-r.png,BUS-BRA/BUSBRA/Masks/mask_0167-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0883-s.png,BUS-BRA/BUSBRA/Masks/mask_0883-s.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0252-l.png,BUS-BRA/BUSBRA/Masks/mask_0252-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0639-l.png,BUS-BRA/BUSBRA/Masks/mask_0639-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0581-r.png,BUS-BRA/BUSBRA/Masks/mask_0581-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0209-r.png,BUS-BRA/BUSBRA/Masks/mask_0209-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0545-r.png,BUS-BRA/BUSBRA/Masks/mask_0545-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0060-r.png,BUS-BRA/BUSBRA/Masks/mask_0060-r.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0072-l.png,BUS-BRA/BUSBRA/Masks/mask_0072-l.png,BUS-BRA,unknown,train
BUS-BRA/BUSBRA/Images/bus_0982-l.png,BUS-BRA/BUSBRA/Masks/mask_0982-l.png,BUS-BRA,unknown,train
